-98.379,-202.74,-302.56,-412.2,-507.02,1.559,0.89942,3.357,7.285,4.6307,3.4933,0.95234,9.282,5.2215,5.4589,98.453,202.75,302.72,412.29,507.07
-98.333,-167.99,-305.8,-405.68,-505.05,4.3587,18.596,4.5946,6.9287,12.265,7.3887,22.134,8.4666,11.664,15.156,98.706,170.46,305.95,405.91,505.42
-97.873,-197.07,-300.27,-401.74,-504.31,4.8044,7.4432,13.553,0.45821,11.843,7.1126,11.09,19.065,15.07,19.788,98.248,197.52,301.18,402.02,504.84
-99.637,-197.54,-304.19,-406.46,-496.93,3.915,6.9845,1.4386,4.383,14.811,5.6021,10.588,6.3818,9.8647,21.702,99.871,197.95,304.26,406.6,497.63
-99.056,-196.83,-303.52,-403.5,-508.04,1.4122,8.7556,-0.62585,13.714,4.119,2.9151,17.43,0.97879,20.745,7.5839,99.108,197.79,303.52,404.27,508.12
-100.77,-193.04,-295.59,-409.16,-506.39,0.83864,4.2649,5.4401,1.9158,7.6936,0.9756,8.9802,13.23,2.7208,15.331,100.78,193.3,295.93,409.17,506.68
-100.27,-203.95,-306.31,-406.39,-506,2.0266,2.1358,3.0255,5.0283,9.5069,4.4964,3.9001,4.8609,10.255,13.696,100.39,204,306.36,406.55,506.27
-101,-204.91,-305.71,-406.71,-501.26,2.5742,2.9941,3.7032,5.2456,5.6482,4.2639,3.7248,4.1932,9.5015,11.237,101.12,204.97,305.77,406.86,501.42
-100.43,-204.56,-302.62,-410.44,-505.56,2.6338,6.0091,0.95103,10.962,3.1055,4.668,10.457,6.4894,10.055,5.4324,100.58,204.91,302.7,410.71,505.59
-99.351,-197,-299.07,-397.56,-490.47,1.2118,9.1082,3.6913,14.552,11.877,2.1834,13.497,7.5357,19.934,17.22,99.382,197.67,299.19,398.32,490.91
-92.901,-197.86,-296.06,-399.55,-496.86,5.5365,8.5295,9.7194,10.506,14.918,8.794,12.536,12.676,13.28,20.964,93.48,198.44,296.49,399.91,497.52
-94.761,-190.08,-302.01,-407.83,-511.99,2.5719,4.0965,5.9241,5.4638,7.4377,5.3256,9.1794,10.204,9.5931,10.434,94.945,190.35,302.24,407.98,512.15
-92.192,-195.44,-296.04,-403.86,-510.2,6.9553,5.8263,-4.9638,4.3873,6.6758,8.9643,7.3577,4.7952,8.0073,9.0681,92.888,195.66,296.12,403.97,510.32
-100.32,-194.87,-299.97,-394.72,-511.01,1.0176,5.7861,13.413,13.396,5.8372,2.4251,6.6293,18.626,16.607,8.6139,100.35,195.07,300.84,395.3,511.12
-97.913,-198.7,-303.2,-395.97,-508.12,4.6973,5.8276,-0.48505,11.763,7.7545,7.0978,7.5619,2.7636,14.263,9.8205,98.282,198.93,303.22,396.4,508.27
-99.486,-169.22,-299.26,-400.07,-492.73,-0.37874,10.023,12.1,10.707,12.296,0.15106,18.74,16.26,16.162,17.328,99.487,170.55,299.94,400.54,493.18
-96.906,-205.24,-297.63,-408.05,-496.21,3.2054,2.5903,12.495,3.8483,14.715,4.2939,3.1913,16.158,6.6896,20.894,97.054,205.28,298.33,408.12,496.86
-95.631,-202.09,-308.41,-406.38,-514.31,7.5354,3.6105,13.032,4.7629,5.4014,12.234,5.1953,8.8419,8.0312,6.3807,96.704,202.19,308.81,406.49,514.38
-94.975,-206.23,-310.05,-411.64,-506.85,5.171,9.1255,8.9758,5.2278,7.1864,7.1689,5.0758,4.9765,1.947,8.6637,95.386,206.49,310.21,411.68,506.97
-97.378,-198.31,-300.69,-389.93,-485.68,3.4226,7.0599,5.764,10.367,13.752,5.9926,9.7723,8.3096,17.382,21.781,97.622,198.68,300.86,390.46,486.36
-98.098,-202.58,-302.23,-402.93,-510.23,1.6942,0.11113,2.2073,3.5408,13.715,3.3524,1.602,7.4804,7.4921,10.922,98.17,202.58,302.34,403.02,510.53
-100.19,-211.27,-300.62,-413.6,-503.81,3.1985,5.7116,1.2087,-0.73481,9.5689,4.4425,6.5643,4.0052,1.3101,10.812,100.34,211.45,300.65,413.61,504.02
-98.128,-167.42,-300.2,-402.66,-503.95,2.9538,19.516,4.7158,5.5976,11.399,3.4519,24.945,8.4489,8.3167,15.447,98.233,170.39,300.35,402.78,504.32
-98.229,-200.32,-297.4,-406.76,-482.15,3.1723,3.864,1.8572,5.1162,12.274,5.5957,9.6469,6.1864,11.855,19.259,98.439,200.59,297.47,406.96,482.69
-98.167,-204.69,-298.12,-405.48,-510.61,2.2471,0.56725,-3.1425,10.541,7.0323,4.9225,6.0937,6.6257,12.719,9.6278,98.316,204.78,298.21,405.82,510.75
-99.568,-200.68,-304.92,-404.66,-504.14,1.2053,0.88262,3.1405,6.709,10.575,1.6127,1.5591,4.6646,8.1608,9.5754,99.588,200.69,304.97,404.8,504.34
-99.241,-199.25,-307.44,-405.16,-508.73,1.2097,0.63202,5.0759,2.3477,3.6601,2.2417,2.7378,9.3711,4.1216,3.7083,99.274,199.27,307.63,405.19,508.76
-100.8,-204.33,-302.64,-408.45,-518.06,3.1984,4.0169,5.5611,4.3497,10.465,5.1787,4.8724,7.9589,6.4825,3.8508,100.99,204.43,302.8,408.53,518.18
-99.022,-202.24,-305.4,-407.41,-506.15,2.0878,-0.225,3.9597,6.5152,4.9679,3.8218,0.74967,4.737,7.1456,2.9982,99.118,202.24,305.46,407.53,506.18
-99.256,-200.9,-291.05,-408.68,-511.5,3.1609,3.0846,10.656,7.9809,9.9796,3.9902,3.9343,12.947,8.3764,7.1911,99.387,200.97,291.53,408.84,511.65
-97.942,-199.78,-298.41,-409.64,-508.99,5.1831,11.619,11.238,6.4974,3.2559,10.22,19.827,15.214,6.0084,7.5455,98.61,201.1,299.01,409.73,509.06
-96.873,-200.46,-302.75,-404.66,-510.37,4.1815,5.5035,0.99317,5.9923,4.3024,6.0113,7.8758,2.7101,6.1693,1.5735,97.149,200.69,302.76,404.75,510.39
-85.104,-200.11,-302.96,-403.53,-505.07,6.4301,3.1253,1.4994,0.73237,2.9767,11.998,6.1966,5.8451,3.8864,4.9588,86.186,200.23,303.02,403.55,505.1
-96.944,-202.91,-303.44,-393.23,-504.83,3.1205,-1.6102,-1.5702,10.496,1.9462,4.2299,-0.050294,-1.4998,12.648,1.4627,97.086,202.92,303.45,393.58,504.84
-100.53,-202.23,-304.49,-406.86,-509.62,0.63013,-0.65705,1.5011,4.8694,6.255,0.67545,1.463,5.5851,9.3115,6.6252,100.53,202.23,304.55,407,509.71
-97.428,-198.06,-304.11,-405.68,-510.75,4.8194,10.466,6.1774,5.6742,6.5776,7.1055,15.254,7.5038,9.6425,6.3481,97.806,198.92,304.26,405.83,510.84
-96.219,-202.74,-301.72,-402.26,-506.12,3.3625,2.7844,5.5682,4.0367,3.337,6.4981,5.0645,11.222,6.092,4.121,96.497,202.83,301.98,402.33,506.15
-99.025,-202.19,-307.1,-409.01,-500.26,1.2616,0.27056,0.17456,5.3715,8.2806,2.8217,0.25719,5.7686,6.1881,10.539,99.074,202.19,307.16,409.09,500.44
-97.759,-197.69,-298.78,-401.15,-507.06,2.6975,2.9861,11.199,13.665,7.4938,3.5758,2.8843,16.51,19.622,12.504,97.862,197.73,299.44,401.86,507.27
-96.263,-203.47,-295.52,-401.77,-510.94,4.9181,1.4916,13.714,13.245,3.7657,7.1685,1.5295,19.238,18.393,-0.16218,96.655,203.48,296.46,402.41,510.96
-99.758,-194.19,-302.21,-404.56,-507.38,1.4416,11.209,-1.3751,1.4814,3.5042,2.2005,22.106,1.857,3.9954,3.2105,99.793,195.77,302.21,404.58,507.41
-97.469,-197.29,-297.49,-404.86,-499.41,1.5539,3.5178,3.4157,-1.7059,15.829,1.8167,4.6996,7.6608,-7.37,23.024,97.498,197.38,297.61,404.93,500.19
-98.761,-204.13,-308.24,-406.07,-508.98,2.766,4.4282,6.2865,3.5358,7.4081,5.2604,3.9923,5.0718,7.5413,6.0749,98.939,204.22,308.34,406.16,509.07
-98.01,-200.75,-302.16,-403.92,-506.57,1.016,4.3455,2.3336,7.9824,7.4711,2.6815,9.5483,8.4998,14.012,12.414,98.052,201.02,302.29,404.25,506.77
-99.397,-202.21,-303.36,-405.96,-508.97,0.78771,0.88056,0.26432,3.6814,7.0977,1.8224,3.2306,3.4218,5.9974,8.6607,99.417,202.23,303.38,406.02,509.1
-99.439,-204.99,-294.03,-391.99,-491.87,1.4905,2.2083,3.3649,4.0548,14.177,2.5526,1.9435,8.6517,9.5595,20.816,99.483,205.01,294.18,392.13,492.51
-99.621,-203.12,-299.73,-410,-511.92,0.36809,3.3253,5.0171,6.1028,9.5176,0.46602,4.7854,7.4683,7.4587,10.479,99.622,203.21,299.87,410.12,512.11
-98.08,-200.65,-303.21,-407.21,-507.52,2.1813,4.1997,4.6931,5.8051,7.7332,4.9008,10.429,10.377,9.5065,9.2005,98.227,200.97,303.43,407.36,507.67
-98.855,-198.59,-294.95,-403.38,-489.04,2.2979,10.963,8.3628,4.8586,17.364,2.921,16.29,11.655,10.78,23.909,98.924,199.55,295.3,403.56,489.94
-99.442,-202.42,-298.43,-395.8,-505.23,0.42047,1.7995,1.572,4.1573,10.26,0.3331,2.1565,2.5216,8.1144,14.95,99.444,202.44,298.44,395.9,505.56
