3.8884,9.0863,12.443,15.555,17.198,0.9745,2.222,1.9741,2.801,3.6995,101.19,202.41,301.48,405.33,502.96,101.27,202.63,301.75,405.64,503.27
4.1638,7.0386,12.317,14.831,15.797,0.92807,2.0001,1.1066,1.8132,6.2298,101.58,201.95,302.93,401.31,511.15,101.67,202.09,303.19,401.58,511.43
3.8669,6.7843,12.14,15.223,18.44,0.64335,1.1476,1.6377,3.2069,3.5342,101.09,202.45,304.73,405.16,501.13,101.17,202.56,304.97,405.46,501.48
